photo_readiness_rank,photo_review_readiness_bucket,manual_action_group,source_tier,scope_id,league_id,team_id,team_name,player_name,operator_verify_required,source_domain,source_candidate_url,candidate_action_row_ref,candidate_action_file,source_priority_row_ref,source_priority_file,triage_row_ref,triage_file,candidate_entity_id,linked_queue_bucket,render_readiness,photo_asset_blocker,future_download_intake_status,next_manual_action,download_approved,source_url,entity_id,rights_class,identity_confidence,intended_review_only_use,operator_decision,operator_notes,review_only,approval_state_change,candidate_state_change,asset_downloads,headshot_writes,approved_marker_writes,publish_ready,auto_approval,auto_publish,move_files,paid_apis
83,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,serie_a_women_italy,parma_women,Parma Women,,yes,parmacalcio1913.com,https://www.parmacalcio1913.com/prima-squadra-femminile/,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=14,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=43,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,parma_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
84,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,as_saint_etienne_women,AS Saint-Etienne Women,,yes,asse.fr,https://www.asse.fr/fr/feminines/saison-2025-2026/arkema-premiere-ligue,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=15,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=44,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,as_saint_etienne_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
85,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,dijon_fco_women,Dijon FCO Women,,yes,dfco.fr,https://www.dfco.fr/effectifs/division-1-feminine/,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=16,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=45,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,dijon_fco_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
86,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,fc_fleury_91_women,FC Fleury 91 Women,,yes,fcfleury91.fr,https://www.fcfleury91.fr/effectif-arkemapl,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=17,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=46,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,fc_fleury_91_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
87,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,fc_nantes_women,FC Nantes Women,,yes,fcnantes.com,https://www.fcnantes.com/feminines/20252026/effectifD1F.php,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=18,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=47,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,fc_nantes_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
88,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,le_havre_ac_women,Le Havre AC Women,,yes,hac.football,https://hac.football/fr/players?competition=FD1,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=19,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=48,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,le_havre_ac_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
89,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,mhsc_feminines,MHSC Feminines,,yes,mhscfoot.com,https://mhscfoot.com/en/effectif/2025-2026/d1-feminines/,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=20,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=49,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,mhsc_feminines,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
90,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,ol_lyonnes,OL Lyonnes,,yes,ol-lyonnes.com,https://www.ol-lyonnes.com/saison-25-26/effectif/,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=21,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=50,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,ol_lyonnes,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
91,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,olympique_marseille_women,Olympique Marseille Women,,yes,om.fr,https://www.om.fr/en/team/women,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=22,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=51,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,olympique_marseille_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
92,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,paris_fc_women,Paris FC Women,,yes,parisfc.fr,https://parisfc.fr/pro-femme/joueuses-staff/,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=23,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=52,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,paris_fc_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
93,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,paris_saint_germain_women,Paris Saint-Germain Women,,yes,psg.fr,https://www.psg.fr/football-feminin/effectif,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=24,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=53,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,paris_saint_germain_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
94,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,rc_lens_women,RC Lens Women,,yes,rclens.fr,https://www.rclens.fr/fr/feminines/joueuses,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=25,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=54,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,rc_lens_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
95,europe_source_candidate_not_render_ready,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,rc_strasbourg_alsace_women,RC Strasbourg Alsace Women,,yes,rcstrasbourgalsace.fr,https://www.rcstrasbourgalsace.fr/equipe-arkema-premiere-ligue-25-26/,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=26,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=55,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,rc_strasbourg_alsace_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,missing_local_candidate_or_human_intake_required,human_edited_intake_required_no_generated_authorization,Keep Europe row source-candidate-only until roster/source verification and local candidate intake are complete.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
